count,n,ngram,label_1,label_2,label_3
48,7,posterior cerebral artery (pca,,,
244,3,tumors were,,,
244,3,bland spindle,,,
244,3,of vater,,,
62,5,the proximal lad,,,
62,5,lymph node (arrow,,,
244,3,left psoas,,,
244,3,results were,,,
244,1,coalescing,,,
244,3,lead ii,,,
62,5,after closed reduction,,,
62,5,staining (original magnification,,,
48,7,the patient during treatment,,,
244,3,arrowhead) with,,,
62,5,and the central,,,
244,3,with suvmax,,,
48,7,peripheral nerve sheath tumor,,,
62,5,can be visualized,,,
62,5,the cerebral hemispheres,,,
62,5,cells (black arrows,,,
62,5,t2 weighted magnetic,,,
244,1,prostheses,,,
62,5,patient's father,,,
244,3,for cd,,,
244,3,at 100x,,,
244,3,case.  (a,,,
48,7,the course of disease,,,
62,5,of diffusion restriction,,,
62,5,family pedigree and,,,
244,3,pattern is,,,
244,3,ventricle was,,,
244,1,femurs,,,
62,5,t2 mri of,,,
244,3,remained in,,,
244,3,cord was,,,
244,3,and biopsy,,,
62,5,follow-up axial,,,
244,3,lobe in,,,
244,3,obtained 3,,,
62,5,but there was,,,
244,1,scout,,,
62,5,and macroscopic findings,,,
244,3,the opposite,,,
62,5,after radiation therapy,,,
244,3,and results,,,
128,5,the dermis with,,,
62,5,"t1-weighted, and",,,
244,1,muv,,,
244,3,as described,,,
48,7,in the left ear,,,
62,5,electron dense deposits,,,
244,1,periprosthetic,,,
62,5,immunohistochemical profile of,,,
62,5,and mitotic figures,,,
244,3,mm on,,,
244,3,fluorodeoxyglucose avid,,,
244,1,staghorn,,,
244,1,extraluminal,,,
62,5,lateral rectus muscle,,,
244,3,extra-oral,,,
244,3,and segmental,,,
244,3,description of,,,
244,3,pathological and,,,
244,3,of poorly,,,
244,1,cephalogram,,,
244,3,in renal,,,
244,3,a bony,,,
244,3,11 and,,,
244,3,reaching the,,,
244,3,a persistent,,,
62,5,of about 2,,,
62,5,brain ct on,,,
244,1,maneuver,,,
62,5,mri demonstrated the,,,
62,5,coefficient (adc) map,,,
48,7,the left renal mass,,,
62,5,both upper lobes,,,
244,3,the trabecular,,,
244,3,disappeared and,,,
48,7,phenotype of the patient,,,
62,5,the coronary arteries,,,
244,3,implant in,,,
62,5,at l5-s1,,,
48,7,in the medulla oblongata,,,
244,3,site in,,,
62,5,the aneurysm (arrow,,,
244,3,spine in,,,
244,3,on gadolinium,,,
244,3,flair signal,,,
48,7,the left upper pulmonary,,,
62,5,brain on admission,,,
62,5,of follow up,,,
244,3,chest at,,,
62,5,vascular endothelial growth,,,
244,3,"mri (. , and",,,
244,1,featuring,,,
211,3,operative photographs,other_medical_photograph,,
62,5,the adrenal gland,,,
62,5,in light blue,,,
244,3,post treatment,,,
244,3,a shows,,,
244,3,marked improvement,,,
62,5,vein of galen,,,
243,3,gadolinium enhanced,,,
243,1,spp,,,
243,3,cell infusion,,,
243,3,tibial plateau,,,
243,1,coiled,,,
48,7,in most of the,,,
62,5,and thoracic spine,,,
63,5,were carried out,,,
243,3,corneal ulcer,,,
243,3,"f,g",,,
243,3,with characteristic,,,
243,1,infections,,,
243,3,plain radiography,x_ray,,
243,3,strong positive,,,
243,3,vaginal wall,,,
48,7,findings of the proband,,,
43,9,the right external iliac artery,,,
243,3,case presentation,,,
243,3,was added,,,
243,1,ln,,,
63,5,"in (a,b",,,
63,5,axial brain ct,,,
63,5,the right adnexa,,,
243,3,lactate dehydrogenase,,,
48,7,the left mca territory,,,
243,3,and more,,,
48,7,of the right colon,,,
243,1,astrocytes,,,
43,9,total removal of the tumor,,,
243,1,worse,,,
242,3,out the,,,
48,7,findings of this case,,,
242,3,wound on,,,
242,3,bar: 50,,,
242,3,after anti,,,
63,5,electron microscopy showing,,,
242,3,from 2,,,
242,3,of 30,,,
63,5,a myxoid stroma,,,
242,3,termination of,,,
242,1,streaks,,,
250,3,lower abdominal,,,
242,3,with vesicular,,,
48,7,keratitis with ocular demodicosis,,,
242,3,neoadjuvant chemotherapy,,,
178,3,metastases and,,,
242,1,make,,,
242,3,antibodies against,,,
242,3,echocardiography and,,,
63,5,levels over time,,,
63,5,t1 inversion recovery,,,
63,5,which is the,,,
242,3,tissue showed,,,
48,7,in the operative area,,,
63,5,in adult patients,,,
63,5,and left atrium,,,
63,5,inferior phrenic artery,,,
242,1,aica,,,
242,3,on fluid,,,
242,1,mitochondria,,,
250,5,of abdomen showing,,,
242,1,http,,,
48,7,axial non-contrast ct,,,
242,3,muscle (arrow,,,
242,3,arrow) located,,,
242,1,transformed,,,
242,3,hypertrophy and,,,
242,1,noticeable,,,
63,5,sagittal ct image,,,
242,1,grid,,,
63,5,the first treatment,,,
48,7,histologic sections of the,,,
242,3,of wild,,,
153,7,"h&e stain, x200",,,
242,3,to evaluate,,,
242,3,duct (arrow,,,
242,3,arises from,,,
242,1,fractional,,,
63,5,3d ct scan,,,
242,3,injury of,,,
242,3,distal segment,,,
176,5,pictures of lung,,,
242,3,showed left,,,
242,3,the ciliary,,,
63,5,postoperative radiographs of,,,
242,3,margin and,,,
242,3,gastric artery,abdomen,,
242,3,thrombosis and,,,
242,1,ongoing,,,
48,7,tomography and computed tomography,,,
48,7,of chest x-ray,,,
63,5,the anal canal,,,
63,5,of the l5,,,
242,3,ulceration of,,,
48,7,as well as bilateral,,,
63,5,at l3-4,,,
242,1,pollicis,,,
242,3,of mid,,,
242,3,graft with,,,
48,7,axial ct image showing,,,
242,3,of heart,,,
63,5,marginal zone lymphoma,,,
176,3,metastatic tumors,malignant,,
242,1,pedicled,,,
242,3,with papillary,,,
242,3,the hair,,,
242,3,involved the,,,
242,3,contrast on,,,
242,3,cm long,,,
242,3,the canal,,,
63,5,c) chest ct,,,
63,5,4. 6 cm,,,
242,1,protruded,,,
242,3,an internal,,,
48,7,findings of the brain,,,
63,5,contrast magnetic resonance,,,
63,5,of this tumor,,,
242,3,of diffusion,,,
242,3,21 days,,,
48,7,radiological follow-up of,,,
63,5,mass measuring 4,,,
242,3,marrow signal,,,
242,3,arm and,,,
242,3,muscle of,,,
63,5,positive for cd56,,,
63,5,sagittal t2 weighted,,,
159,3,capillary loops,,,
242,1,synovium,,,
242,3,of interstitial,,,
63,5,mri on admission,,,
242,3,flair axial,,,
48,7,in the temporal lobe,,,
242,3,the occlusion,,,
63,5,kaposi's sarcoma,,,
63,5,with air bronchograms,,,
242,3,the cutaneous,,,
242,1,alar,,,
241,3,thoracolumbar spine,torso,,
241,3,an 18,,,
241,3,perivascular and,,,
241,3,bottom right,,,
241,1,microarray,,,
241,3,shows well,,,
241,1,breasts,breast,,
241,1,periodontitis,,,
63,5,acute myocardial infarction,,,
241,3,recovery sequence,,,
241,3,anteroposterior x,,,
48,7,"h and e, 10x",,,
241,1,macroscopically,,,
241,3,showing enlargement,,,
241,3,dark red,,,
241,3,a deep,,,
241,3,gradient-echo,,,
241,1,mortem,,,
241,3,t2 sagittal,,,
241,1,eroded,,,
241,1,lymphangioma,,,
241,3,known as,,,
241,3,of note,,,
241,3,phase ct,,,
241,1,lps,,,
241,3,oculomotor nerve,,,
63,5,and laboratory findings,,,
241,1,ebus,,,
43,9,at the age of 10,,,
240,3,formation at,,,
240,3,presentation in,,,
63,5,squamous epithelial cells,,,
240,3,ureter and,,,
240,3,5 to,,,
240,3,the ventricles,,,
240,3,greater omentum,,,
44,9,were marked by yellow arrows,,,
63,5,axial t2 mri,,,
240,1,drilling,,,
240,3,e) and,,,
240,3,admitted to,,,
240,1,indentation,,,
48,7,aspect of the patient,,,
48,7,aspect of the mass,,,
240,3,lower thoracic,,,
63,5,gross tumor volume,,,
152,5,he) staining of,,,
44,9,axial and coronal t2-weighted,,,
240,3,fingers and,,,
240,3,on january,,,
64,5,compared with previous,,,
240,3,a possible,,,
48,7,of core needle biopsy,,,
240,3,right sinus,,,
152,9,a) hematoxylin and eosin staining,,,
48,7,of the patient.  (f,,,
240,1,pneumoperitoneum,,,
240,3,results.  panels,,,
240,3,signal was,,,
64,5,radiological findings in,,,
240,1,lodged,,,
64,5,lesion (yellow arrow,,,
44,9,longitudinal study of brain magnetic,,,
240,3,closure with,,,
64,5,spindle cell neoplasm,,,
64,5,new brain enhancing,,,
248,5,from the abdominal,,,
240,3,teeth in,,,
240,3,bleeding and,,,
48,7,attenuated inversion recovery sequences,,,
64,5,mg/kg/day,,,
240,1,assessments,,,
64,5,the maxillary arch,,,
48,7,in the left groin,,,
240,3,"results, right",,,
48,7,c. 819+2t>a,,,
44,9,axial t1-weighted mri with,,,
240,3,results showing,,,
240,3,on results,,,
240,3,on patient,,,
48,7,the left atrial appendage,,,
48,7,attenuated inversion recovery magnetic,,,
64,5,of connective tissue,,,
176,7,of the metastatic lesion,,,
240,3,representative of,,,
240,3,injury with,,,
64,5,in the pouch,,,
64,5,the 2-year,,,
64,5,of the pharynx,,,
240,3,panels an,,,
240,1,nphp3,,,
64,5,and fluorescence in,,,
240,3,scan axial,,,
48,7,is shown as a,,,
240,1,polar,,,
240,3,depth imaging,,,
64,5,lqts-3 ips,,,
48,7,flow cytometry was performed,,,
240,3,of uterus,,,
240,1,sequenced,,,
48,7,the anterior tibial artery,,,
48,7,attenuated inversion recovery sequence,,,
212,5,line in the,,,
240,3,admission demonstrating,,,
64,5,ventricular posterior wall,,,
64,5,and middle lobes,,,
240,3,a reduced,,,
64,5,generalized aggressive periodontitis,,,
240,3,to demonstrate,,,
44,9,the m1 segment of the,,,
240,3,evidenced by,,,
240,3,revealed two,,,
240,3,decreased size,,,
240,3,show on,,,
240,1,experimental,,,
64,5,epidural blood patch,,,
240,1,member,,,
49,7,papillary renal cell carcinoma,,,
64,5,tumor (white arrow,,,
240,3,disease of,,,
240,3,gadolinium showing,,,
240,3,the overall,,,
240,3,month and,,,
64,5,l3 vertebral body,,,
240,3,the arachnoid,,,
240,3,was occluded,,,
64,5,in the prostate,,,
240,1,81,,,
64,5,7 mm in,,,
240,3,and strongly,,,
240,3,displaying a,,,
240,3,a 75,,,
64,5,2. 5 years,,,
212,5,are lined by,,,
240,3,denote the,,,
64,5,x 12 cm,,,
240,3,show normal,,,
44,9,right middle and lower lobes,,,
240,3,like material,,,
64,5,the nasal septum,,,
240,3,an results,,,
64,5,pattern of growth,,,
240,3,tree of,,,
64,5,x 14 mm,,,
240,3,calcifications and,,,
240,3,oval to,,,
240,3,central canal,axial_region,,
49,7,of the right hemithorax,,,
64,5,representative magnetic resonance,,,
240,3,mainly composed,,,
240,3,intraventricular hemorrhage,,,
240,1,screen,,,
240,3,the air,,,
240,1,pericallosal,,,
240,3,compression at,,,
240,3,seemed to,,,
64,5,with an asterisk,,,
240,1,reminiscent,,,
240,3,of l5,,,
49,7,in the fourth ventricle,,,
240,3,and c3,,,
240,3,an intradural,,,
206,3,red lines,,,
64,5,showing a 4,,,
64,5,showed a heterogeneous,,,
240,1,compromise,,,
240,3,cell neoplasm,,,
64,5,imaging and pathological,,,
240,1,prescribed,,,
240,3,is covered,,,
64,5,ct showed no,,,
240,1,lies,,,
64,5,the left maxilla,,,
44,9,in the right parotid gland,,,
240,3,the hippocampus,,,
64,5,the optic discs,,,
240,1,aplasia,,,
240,1,caudally,,,
240,3,"view,,,, and",,,
49,7,pet-ct scan showing,,,
49,7,"in the axial (. , and",,,
240,3,column shows,,,
240,3,shadows were,,,
240,3,a progressive,,,
64,5,right lower leg,,,
49,7,arrow) and the left,,,
240,3,near-complete,,,
240,3,with perifocal,,,
240,3,lesion seen,,,
240,1,oropharynx,,,
240,3,the difference,,,
64,5,for s100 protein,,,
64,5,sequence analysis of,,,
240,3,and immunophenotypic,,,
240,3,showed large,,,
240,3,the one,,,
64,5,of the ventricles,,,
240,1,yag,,,
240,3,compartment of,,,
64,5,middle cerebral arteries,,,
64,5,showing no recurrence,,,
240,3,and ulnar,,,
240,3,of buccal,,,
240,3,flow is,,,
240,1,younger,,,
240,1,cart,,,
240,3,distance from,,,
44,9,a 74-year-old male,,,
240,3,of antibiotic,,,
246,7,the chest and abdomen,,,
64,5,doppler images of,,,
240,3,the subclavian,,,
240,1,scanned,,,
240,3,be found,,,
239,1,prolene,,,
239,3,x 22,,,
239,3,of 14,,,
64,5,mean arterial pressure,,,
239,1,subglottic,,,
44,9,initial radiological and histopathological images,,,
239,3,5. 6,,,
239,3,central part,,,
239,3,a cluster,,,
239,3,0 and,,,
239,1,endocrine,,,
239,1,voluminous,,,
239,1,mdm2,,,
239,1,bronchograms,,,
239,1,navicular,,,
64,5,from the hospital,,,
239,1,tethering,,,
239,1,wk,,,
239,1,laa,,,
239,3,molecular weight,,,
239,3,mid-esophageal,,,
208,9,fundus photograph of the left,,,
49,7,in the connective tissue,,,
239,3,tumor markers,,,
64,5,preoperative clinical and,,,
239,1,waist,,,
239,3,balloon catheter,,,
64,5,oct image of,,,
239,3,grade 1,,,
239,3,intravenous administration,,,
239,1,2006,,,
49,7,the anterior spinal artery,,,
238,1,myelination,,,
49,7,cells with abundant cytoplasm,,,
238,3,epidural abscess,,,
238,3,the date,,,
238,3,the proportion,,,
238,1,referral,,,
238,3,upper cervical,,,
49,7,computed tomography/computed tomography,,,
64,5,left subclavian vein,,,
49,7,54-year-old woman,,,
238,3,left submandibular,,,
238,1,endodontic,,,
238,3,the growth,,,
238,3,end-diastolic,,,
64,5,enhancement on contrast,,,
238,3,nuclei in,,,
49,7,weighted images in the,,,
238,3,after placement,,,
64,5,the stratum corneum,,,
49,7,3 years after surgery,,,
64,5,mri brain of,,,
49,7,and computed tomography images,,,
238,1,fasciitis,,,
238,3,asterisk) with,,,
49,7,spontaneous coronary artery dissection,,,
49,7,t1-weighted brain mri,,,
64,5,left carotid artery,,,
64,5,in the maxilla,,,
238,3,adenocarcinoma and,,,
64,5,of the trunk,,,
238,3,a predominantly,,,
44,9,representative pathological images of renal,,,
49,7,indicated with an arrow,,,
238,3,anterior spinal,,,
238,3,the pubic,,,
64,5,upper lung lobe,,,
238,3,increased and,,,
238,3,the latter,,,
64,5,and its relationship,,,
44,9,t1-weighted magnetic resonance (mr,,,
44,9,fundus and oct findings at,,,
64,5,of steroid therapy,,,
64,5,the excised tumor,,,
64,5,x-axis represents,,,
238,3,bcr-abl1,,,
49,7,the external auditory canal,,,
238,3,"necrosis, and",,,
49,7,of the celiac trunk,,,
238,3,rich in,,,
238,3,scintigraphy showing,,,
238,1,prp,,,
238,3,obstruction and,,,
64,5,and pathologic findings,,,
49,7,5-month follow-up,,,
238,1,equivalent,,,
238,3,8 days,,,
238,1,indication,,,
238,3,this time,,,
238,1,trials,,,
238,3,stain and,,,
238,3,of glomerular,,,
238,3,an associated,,,
238,1,pharynx,,,
238,3,dendritic cells,,,
238,3,angiography (fa,,,
64,5,transthoracic echocardiography showing,,,
238,3,day 9,,,
238,3,showing abundant,,,
49,7,using hematoxylin and eosin,,,
238,1,hematomas,,,
238,1,physiologic,,,
64,5,the liver lesion,,,
64,5,optic microscopy.  the,,,
238,3,visualized by,,,
49,7,fluorodeoxyglucose-positron emission tomography,,,
243,7,the anterior abdominal wall,,,
49,7,chronic obstructive pulmonary disease,,,
238,1,illumination,,,
238,3,small white,,,
64,5,showing multiple areas,,,
238,1,ports,,,
238,3,deep to,,,
238,1,interosseous,,,
238,3,head without,,,
238,3,angiogram with,,,
64,5,of left femur,,,
64,5,nucleoli (h&e,,,
238,3,signals on,,,
64,5,of the ileal,,,
64,5,and a cystic,,,
238,3,spots in,,,
64,5,2. 9 cm,,,
238,3,involving both,,,
238,3,histological sections,,,
64,5,of surgical procedure,,,
238,3,with antibodies,,,
238,1,outlining,,,
238,3,was mainly,,,
238,3,intensity at,,,
64,5,of hospital admission,,,
238,3,clinical view,,,
238,3,wall.  the,,,
238,3,mandible and,,,
64,5,8 mm x,,,
238,3,to treat,,,
64,5,bilateral lung fields,,,
49,7,and 18f-fdg pet,,,
238,3,and reduction,,,
238,1,places,,,
238,3,cm left,,,
238,1,genital,,,
49,7,ramus of the mandible,,,
238,3,and st,,,
238,3,pole and,,,
64,5,flow diagram of,,,
238,3,4-week,,,
238,3,from ct,,,
238,3,an arteriovenous,,,
64,5,light chain restriction,,,
64,5,the bilateral lungs,,,
238,3,and pleomorphic,,,
238,1,hamartoma,,,
238,3,patient.  (e,,,
238,3,the walls,,,
238,3,a week,,,
198,3,single photon,,,
64,5,cerebral artery (aca,,,
238,1,ischial,,,
64,5,two-chamber view,2_chamber,,
238,3,mm) with,,,
238,1,sublingual,,,
238,3,three dimensional,3d,,
238,3,to small,,,
238,3,with spinal,,,
238,3,demonstrates multiple,,,
238,3,to high,,,
240,3,abdominal enhanced,,,
194,5,photograph shows the,,,
237,3,gross pathology,,,
237,3,and oval,,,
159,3,bone trabeculae,,,
64,5,in the fetus,,,
237,3,magnification image,,,
237,3,mainstem bronchus,,,
49,7,right cervical lymph node,,,
237,3,44-year,,,
237,3,and electron,,,
237,3,at 400x,,,
64,5,resonance imaging t2,,,
237,1,rbc,,,
194,5,fundus photo of,,,
237,3,centrilobular nodules,,,
64,5,at c4-c5,,,
237,1,ci,,,
237,3,anterolateral thigh,,,
44,9,of the left cerebral hemisphere,,,
64,5,two-dimensional transthoracic,,,
237,3,and back,,,
64,5,b cells and,,,
155,3,oral mucosa,,,
237,3,nuclear expression,,,
237,3,4. 4,,,
237,1,speech,,,
49,7,the left subclavian vein,,,
154,3,bony trabeculae,,,
237,3,duodenal bulb,abdomen,,
237,1,mosaicism,,,
64,5,time of onset,,,
237,1,escape,,,
237,3,"e, 10x",,,
237,3,weighted gadolinium,,,
237,3,the asterisk,,,
237,3,for age,,,
49,7,of the mass (arrow,,,
236,3,and hilar,,,
236,1,significance,,,
236,3,on hematoxylin,,,
236,3,cardiac silhouette,,,
64,5,the cervical region,,,
49,7,x 2. 6 cm,,,
64,5,and histological images,,,
64,5,follow-up scan,,,
236,1,chm,,,
49,7,in the sellar region,,,
236,3,a function,,,
236,3,set of,,,
236,3,radio-opaque,radiology,,
236,3,medical history,,,
236,3,the hilar,,,
236,3,a dural,,,
236,1,extravasated,,,
64,5,time of injury,,,
236,3,rhythm and,,,
236,3,appeared in,,,
236,3,arteries are,,,
236,3,the orange,,,
236,3,lesion over,,,
64,5,cta of the,,,
64,5,after steroid treatment,,,
236,3,radial nerve,,,
65,5,on day 30,,,
236,3,"d, f",,,
49,7,had decreased in size,,,
65,5,response to therapy,,,
236,3,arrow).  no,,,
65,5,and an enlarged,,,
49,7,in the primary tumor,,,
236,3,centered on,,,
49,7,showing a large left,,,
236,3,"lymphocytes, plasma",,,
236,3,center and,,,
236,1,shared,,,
65,5,and corpus callosum,,,
65,5,f and g,,,
65,5,to the uterus,,,
49,7,large right pleural effusion,,,
65,5,in the mother,,,
65,5,d) follow-up,,,
236,3,mg of,,,
236,3,acute tubular,,,
236,3,smooth surface,,,
236,3,second portion,,,
236,1,chondromatosis,,,
236,3,attenuation in,,,
236,1,syn,,,
236,3,the open,,,
236,3,right colon,,,
236,3,and tail,,,
236,3,"up, the",,,
236,1,boxed,,,
65,5,blood cell counts,,,
236,3,solid components,,,
236,3,variant c,,,
236,3,and improvement,,,
236,3,site at,,,
65,5,the index case,,,
236,1,needed,,,
236,3,"side, and",,,
236,3,0. 001,,,
50,7,red arrow) and the,,,
236,3,cells separated,,,
65,5,"a, b) chest",,,
50,7,large atypical lymphoid cells,,,
236,3,of hands,,,
65,5,posterior mitral leaflet,,,
153,3,glandular epithelium,,,
44,9,enhancing mass in the right,,,
236,3,"lobe, with",,,
236,1,experiment,,,
236,3,and foot,,,
65,5,diffusion weighted image,dwi,,
236,3,a schematic,,,
65,5,positive immunoreactivity for,,,
65,5,pelvic ct scan,,,
236,3,volume was,,,
65,5,the x-ray,,,
65,5,at the c4,,,
65,5,at 10x magnification,,,
236,3,the porta,,,
50,7,visit to our department,,,
236,3,well-formed,,,
236,3,and removal,,,
